region,medicine,prev_week_sales,health_index,disease_trend_score,season_factor,next_week_sales
central,amlodipine,1128.0,86.78138443488463,1.0,1.2,1373.0
central,amlodipine,772.0,71.4196323816973,-1.0,1.2,1487.0
central,amlodipine,1373.0,71.96714900273759,1.0,1.2,1083.0
central,amlodipine,1487.0,88.87759092686741,-1.0,1.2,991.0
central,amlodipine,1083.0,60.90731325772389,1.0,1.2,1193.0
central,amlodipine,991.0,71.05983574501369,-1.0,1.2,1148.0
central,amlodipine,1193.0,72.95267892061008,1.0,1.2,1271.0
central,amlodipine,1148.0,65.5377395385217,-1.0,1.2,1144.0
central,amlodipine,1271.0,61.157606570199455,0.0,1.2,1137.0
central,amlodipine,1144.0,67.55572937035586,1.0,1.2,898.0
central,amlodipine,1137.0,61.07938991005083,-1.0,1.2,1031.0
central,amlodipine,898.0,55.72937035588579,0.0,1.2,1190.0
central,amlodipine,1031.0,77.94290183809152,-1.0,1.0,1027.0
central,amlodipine,1190.0,58.23230348064137,0.0,1.0,1251.0
central,amlodipine,1027.0,73.9382088384826,1.0,1.0,995.0
central,amlodipine,1251.0,68.58818928431756,1.0,1.0,838.0
central,amlodipine,995.0,72.74931560422368,-1.0,1.0,1288.0
central,amlodipine,838.0,92.05318732890106,-1.0,1.0,898.0
central,amlodipine,1288.0,54.603050449745794,-1.0,1.0,1453.0
central,amlodipine,898.0,55.61986703167775,1.0,1.0,1369.0
central,amlodipine,1453.0,80.93077825576847,1.0,1.0,1288.0
central,amlodipine,1369.0,86.89088775909268,-1.0,1.0,1415.0
central,amlodipine,1288.0,67.97809933515838,1.0,1.0,1210.0
central,amlodipine,1415.0,77.63003519749707,1.0,1.0,912.0
central,amlodipine,1210.0,78.25576847868595,-1.0,1.0,1589.0
central,amlodipine,912.0,70.29331247555729,1.0,1.3,1046.0
central,amlodipine,1589.0,71.98279233476728,-1.0,1.3,1390.0
central,amlodipine,1046.0,97.6222135314822,1.0,1.3,940.0
central,amlodipine,1390.0,74.06335549472035,-1.0,1.3,1250.0
central,amlodipine,940.0,73.24990222917481,-1.0,1.3,1126.0
central,amlodipine,1250.0,90.73914743840437,1.0,1.3,1404.0
central,amlodipine,1126.0,76.87915526007039,-1.0,1.3,1541.0
central,amlodipine,1404.0,80.19554165037152,1.0,1.3,1157.0
central,amlodipine,1541.0,62.14313648807196,-1.0,1.3,1141.0
central,amlodipine,1157.0,64.1298396558467,-1.0,1.3,1255.0
central,amlodipine,1141.0,56.91826359014469,1.0,1.3,1072.0
central,amlodipine,1255.0,75.9092686742276,-1.0,1.3,1123.0
central,amlodipine,1072.0,75.69026202581148,1.0,1.3,1342.0
central,amlodipine,1123.0,61.97105983574501,-1.0,1.0,1318.0
central,amlodipine,1342.0,62.08056315995307,1.0,1.0,1417.0
central,amlodipine,1318.0,79.35080172076651,-1.0,1.0,1373.0
central,amlodipine,1417.0,84.13766132186156,1.0,1.0,1447.0
central,amlodipine,1373.0,61.43918654673445,-1.0,1.0,1048.0
central,amlodipine,1447.0,73.67227219397732,1.0,1.0,1277.0
central,amlodipine,1048.0,71.60735236605396,0.0,1.0,1199.0
central,amlodipine,1277.0,63.89518967540086,-1.0,1.0,1122.0
central,amlodipine,1199.0,56.52718028940165,1.0,1.0,1296.0
central,amlodipine,1122.0,66.46069612827532,-1.0,1.0,1382.0
central,amlodipine,1296.0,80.5240516229957,1.0,1.0,1405.0
central,amlodipine,1382.0,72.31130230739147,1.0,1.0,1114.0
central,amlodipine,1405.0,99.12397340633555,-1.0,1.0,1208.0
central,amlodipine,1114.0,66.22604614782948,-1.0,1.2,1485.0
central,amlodipine,1208.0,78.24012514665624,1.0,1.2,1088.0
central,amlodipine,1485.0,66.82049276495894,1.0,1.2,1113.0
central,metformin,396.0,82.52639812280015,1.0,1.2,1059.0
central,metformin,1284.0,89.33124755572935,1.0,1.2,1265.0
central,metformin,1059.0,61.798983183418066,-1.0,1.2,1515.0
central,metformin,1265.0,80.33633163863902,1.0,1.2,1376.0
central,metformin,1515.0,71.65428236214314,1.0,1.2,1169.0
central,metformin,1376.0,73.1716855690262,-1.0,1.2,1524.0
central,metformin,1169.0,67.33672272193976,1.0,1.2,972.0
central,metformin,1524.0,73.18732890105592,-1.0,1.2,1189.0
central,metformin,972.0,77.47360187719984,-1.0,1.2,1252.0
central,metformin,1189.0,89.8474775127102,1.0,1.0,1360.0
central,metformin,1252.0,60.750879937426674,-1.0,1.0,853.0
central,metformin,1360.0,87.28197105983574,1.0,1.0,1208.0
central,metformin,853.0,86.60930778255768,0.0,1.0,1180.0
central,metformin,1208.0,73.62534219788813,1.0,1.0,1029.0
central,metformin,1180.0,62.51857645678529,-1.0,1.0,1463.0
central,metformin,1029.0,76.94172858818928,1.0,1.0,1322.0
central,metformin,1463.0,72.31130230739147,-1.0,1.0,1464.0
central,metformin,1322.0,63.3007430582714,0.0,1.0,1189.0
central,metformin,1464.0,87.03167774736016,1.0,1.0,1173.0
central,metformin,1189.0,78.92843175596401,-1.0,1.0,1898.0
central,metformin,1173.0,67.60265936644505,1.0,1.0,1173.0
central,metformin,1898.0,64.50527962456003,-1.0,1.0,1314.0
central,metformin,1173.0,67.08642940946422,1.0,1.3,1239.0
central,metformin,1314.0,78.55299178725068,1.0,1.3,1682.0
central,metformin,1239.0,68.38482596793116,1.0,1.3,1745.0
central,metformin,1682.0,59.29605005866249,-1.0,1.3,1168.0
central,metformin,1745.0,63.957763003519744,1.0,1.3,1251.0
central,metformin,1168.0,74.95502542041454,-1.0,1.3,1443.0
central,metformin,1251.0,80.50840829096599,-1.0,1.3,1188.0
central,metformin,1443.0,75.67461869378178,1.0,1.3,1219.0
central,metformin,1188.0,74.47008212749316,-1.0,1.3,1531.0
central,metformin,1219.0,72.3269456394212,1.0,1.3,1139.0
central,metformin,1531.0,82.60461478294874,-1.0,1.3,1172.0
central,metformin,1139.0,53.46108721157605,-1.0,1.3,1614.0
central,metformin,1172.0,84.12201798983183,1.0,1.3,1072.0
central,metformin,1614.0,62.75322643723113,-1.0,1.0,1377.0
central,metformin,1072.0,78.16190848650761,1.0,1.0,1211.0
central,metformin,1377.0,63.56667970277668,-1.0,1.0,1202.0
central,metformin,1211.0,84.32538130621822,1.0,1.0,1104.0
central,metformin,1202.0,61.798983183418066,1.0,1.0,1250.0
central,metformin,1104.0,59.217833398513875,-1.0,1.0,942.0
central,metformin,1250.0,64.36448963629252,1.0,1.0,1130.0
central,metformin,942.0,51.27102072741494,0.0,1.0,1316.0
central,metformin,1130.0,74.11028549080953,1.0,1.0,1025.0
central,metformin,1316.0,71.45091904575675,0.0,1.0,1197.0
central,metformin,1025.0,74.50136879155261,-1.0,1.0,1084.0
central,metformin,1197.0,74.87680876026592,0.0,1.0,828.0
central,metformin,1084.0,66.69534610872115,0.0,1.0,1553.0
central,metformin,828.0,51.74032068830661,-1.0,1.2,1403.0
central,metformin,1553.0,86.78138443488463,1.0,1.2,975.0
central,metformin,1403.0,71.4196323816973,1.0,1.2,1064.0
central,metformin,975.0,71.96714900273759,-1.0,1.2,1568.0
central,metformin,1064.0,88.87759092686741,1.0,1.2,1634.0
central,metformin,1568.0,60.90731325772389,-1.0,1.2,1101.0
central,metformin,1634.0,71.05983574501369,0.0,1.2,1081.0
central,metformin,1101.0,72.95267892061008,1.0,1.2,1099.0
central,metformin,1081.0,65.5377395385217,1.0,1.2,1217.0
central,metformin,1099.0,61.157606570199455,-1.0,1.2,1532.0
central,metformin,1217.0,67.55572937035586,-1.0,1.2,1406.0
central,metformin,1532.0,61.07938991005083,-1.0,1.2,1383.0
central,metformin,1406.0,55.72937035588579,1.0,1.2,1266.0
central,metformin,1383.0,77.94290183809152,-1.0,1.0,1394.0
central,metformin,1266.0,58.23230348064137,0.0,1.0,1040.0
central,metformin,1394.0,73.9382088384826,0.0,1.0,1191.0
central,metformin,1040.0,68.58818928431756,1.0,1.0,1409.0
central,metformin,1191.0,72.74931560422368,-1.0,1.0,1337.0
central,metformin,1409.0,92.05318732890106,1.0,1.0,1028.0
central,metformin,1337.0,54.603050449745794,-1.0,1.0,902.0
central,metformin,1028.0,55.61986703167775,0.0,1.0,1024.0
central,metformin,902.0,80.93077825576847,1.0,1.0,1171.0
central,metformin,1024.0,86.89088775909268,1.0,1.0,1388.0
central,metformin,1171.0,67.97809933515838,-1.0,1.0,1330.0
central,metformin,1388.0,77.63003519749707,0.0,1.0,927.0
central,metformin,1330.0,78.25576847868595,1.0,1.0,1110.0
central,metformin,927.0,70.29331247555729,-1.0,1.3,1308.0
central,metformin,1110.0,71.98279233476728,1.0,1.3,1115.0
central,metformin,1308.0,97.6222135314822,1.0,1.3,1306.0
central,metformin,1115.0,74.06335549472035,-1.0,1.3,1050.0
central,metformin,1306.0,73.24990222917481,0.0,1.3,1035.0
central,metformin,1050.0,90.73914743840437,1.0,1.3,1355.0
central,metformin,1035.0,76.87915526007039,-1.0,1.3,1244.0
central,metformin,1355.0,80.19554165037152,-1.0,1.3,1169.0
central,metformin,1244.0,62.14313648807196,1.0,1.3,1272.0
central,metformin,1169.0,64.1298396558467,1.0,1.3,1355.0
central,metformin,1272.0,56.91826359014469,-1.0,1.3,1158.0
central,metformin,1355.0,75.9092686742276,1.0,1.3,998.0
central,metformin,1158.0,75.69026202581148,0.0,1.3,1121.0
central,metformin,998.0,61.97105983574501,1.0,1.0,1180.0
central,metformin,1121.0,62.08056315995307,-1.0,1.0,1248.0
central,metformin,1180.0,79.35080172076651,1.0,1.0,1392.0
central,metformin,1248.0,84.13766132186156,-1.0,1.0,1091.0
central,metformin,1392.0,61.43918654673445,-1.0,1.0,1296.0
central,metformin,1091.0,73.67227219397732,1.0,1.0,931.0
central,metformin,1296.0,71.60735236605396,1.0,1.0,1101.0
central,metformin,931.0,63.89518967540086,-1.0,1.0,1394.0
central,metformin,1101.0,56.52718028940165,0.0,1.0,1405.0
central,metformin,1394.0,66.46069612827532,-1.0,1.0,1184.0
central,metformin,1405.0,80.5240516229957,1.0,1.0,1354.0
central,metformin,1184.0,72.31130230739147,-1.0,1.0,1189.0
central,metformin,1354.0,99.12397340633555,1.0,1.0,860.0
central,metformin,1189.0,66.22604614782948,-1.0,1.2,1163.0
central,metformin,860.0,78.24012514665624,1.0,1.2,1397.0
central,metformin,1163.0,66.82049276495894,-1.0,1.2,850.0
central,ors,446.0,82.52639812280015,1.0,1.2,1340.0
central,ors,1054.0,89.33124755572935,1.0,1.2,1544.0
central,ors,1340.0,61.798983183418066,-1.0,1.2,1292.0
central,ors,1544.0,80.33633163863902,1.0,1.2,1570.0
central,ors,1292.0,71.65428236214314,-1.0,1.2,1260.0
central,ors,1570.0,73.1716855690262,1.0,1.2,1277.0
central,ors,1260.0,67.33672272193976,1.0,1.2,1196.0
central,ors,1277.0,73.18732890105592,-1.0,1.2,1285.0
central,ors,1196.0,77.47360187719984,0.0,1.2,1197.0
central,ors,1285.0,89.8474775127102,1.0,1.0,1296.0
central,ors,1197.0,60.750879937426674,-1.0,1.0,1697.0
central,ors,1296.0,87.28197105983574,1.0,1.0,1111.0
central,ors,1697.0,86.60930778255768,-1.0,1.0,1172.0
central,ors,1111.0,73.62534219788813,-1.0,1.0,1149.0
central,ors,1172.0,62.51857645678529,1.0,1.0,982.0
central,ors,1149.0,76.94172858818928,-1.0,1.0,1004.0
central,ors,982.0,72.31130230739147,-1.0,1.0,1436.0
central,ors,1004.0,63.3007430582714,-1.0,1.0,857.0
central,ors,1436.0,87.03167774736016,1.0,1.0,1060.0
central,ors,857.0,78.92843175596401,0.0,1.0,1448.0
central,ors,1060.0,67.60265936644505,-1.0,1.0,1051.0
central,ors,1448.0,64.50527962456003,-1.0,1.0,1025.0
central,ors,1051.0,67.08642940946422,1.0,1.3,1286.0
central,ors,1025.0,78.55299178725068,-1.0,1.3,1425.0
central,ors,1286.0,68.38482596793116,0.0,1.3,1402.0
central,ors,1425.0,59.29605005866249,-1.0,1.3,1321.0
central,ors,1402.0,63.957763003519744,-1.0,1.3,1092.0
central,ors,1321.0,74.95502542041454,1.0,1.3,1582.0
central,ors,1092.0,80.50840829096599,0.0,1.3,1282.0
central,ors,1582.0,75.67461869378178,-1.0,1.3,1619.0
central,ors,1282.0,74.47008212749316,1.0,1.3,1122.0
central,ors,1619.0,72.3269456394212,1.0,1.3,1317.0
central,ors,1122.0,82.60461478294874,-1.0,1.3,981.0
central,ors,1317.0,53.46108721157605,-1.0,1.3,1233.0
central,ors,981.0,84.12201798983183,1.0,1.3,1239.0
central,ors,1233.0,62.75322643723113,-1.0,1.0,1276.0
central,ors,1239.0,78.16190848650761,1.0,1.0,1133.0
central,ors,1276.0,63.56667970277668,-1.0,1.0,1079.0
central,ors,1133.0,84.32538130621822,1.0,1.0,1155.0
central,ors,1079.0,61.798983183418066,-1.0,1.0,1211.0
central,ors,1155.0,59.217833398513875,1.0,1.0,1211.0
central,ors,1211.0,64.36448963629252,-1.0,1.0,1440.0
central,ors,1211.0,51.27102072741494,-1.0,1.0,1016.0
central,ors,1440.0,74.11028549080953,1.0,1.0,1197.0
central,ors,1016.0,71.45091904575675,-1.0,1.0,1164.0
central,ors,1197.0,74.50136879155261,1.0,1.0,1061.0
central,ors,1164.0,74.87680876026592,-1.0,1.0,771.0
central,ors,1061.0,66.69534610872115,1.0,1.0,1209.0
central,ors,771.0,51.74032068830661,-1.0,1.2,1186.0
central,ors,1209.0,86.78138443488463,0.0,1.2,1117.0
central,ors,1186.0,71.4196323816973,-1.0,1.2,1699.0
central,ors,1117.0,71.96714900273759,0.0,1.2,1035.0
central,ors,1699.0,88.87759092686741,0.0,1.2,1270.0
central,ors,1035.0,60.90731325772389,-1.0,1.2,1013.0
central,ors,1270.0,71.05983574501369,1.0,1.2,1354.0
central,ors,1013.0,72.95267892061008,1.0,1.2,1181.0
central,ors,1354.0,65.5377395385217,1.0,1.2,1073.0
central,ors,1181.0,61.157606570199455,-1.0,1.2,1338.0
central,ors,1073.0,67.55572937035586,1.0,1.2,1210.0
central,ors,1338.0,61.07938991005083,-1.0,1.2,1244.0
central,ors,1210.0,55.72937035588579,0.0,1.2,1344.0
central,ors,1244.0,77.94290183809152,1.0,1.0,1427.0
central,ors,1344.0,58.23230348064137,-1.0,1.0,1348.0
central,ors,1427.0,73.9382088384826,1.0,1.0,1595.0
central,ors,1348.0,68.58818928431756,0.0,1.0,1036.0
central,ors,1595.0,72.74931560422368,1.0,1.0,1194.0
central,ors,1036.0,92.05318732890106,-1.0,1.0,1078.0
central,ors,1194.0,54.603050449745794,-1.0,1.0,957.0
central,ors,1078.0,55.61986703167775,-1.0,1.0,980.0
central,ors,957.0,80.93077825576847,-1.0,1.0,949.0
central,ors,980.0,86.89088775909268,1.0,1.0,1373.0
central,ors,949.0,67.97809933515838,-1.0,1.0,1313.0
central,ors,1373.0,77.63003519749707,1.0,1.0,1287.0
central,ors,1313.0,78.25576847868595,-1.0,1.0,1010.0
central,ors,1287.0,70.29331247555729,-1.0,1.3,1669.0
central,ors,1010.0,71.98279233476728,1.0,1.3,1006.0
central,ors,1669.0,97.6222135314822,1.0,1.3,1201.0
central,ors,1006.0,74.06335549472035,-1.0,1.3,1034.0
central,ors,1201.0,73.24990222917481,-1.0,1.3,994.0
central,ors,1034.0,90.73914743840437,1.0,1.3,1213.0
central,ors,994.0,76.87915526007039,0.0,1.3,1084.0
central,ors,1213.0,80.19554165037152,-1.0,1.3,1506.0
central,ors,1084.0,62.14313648807196,1.0,1.3,1123.0
central,ors,1506.0,64.1298396558467,0.0,1.3,1174.0
central,ors,1123.0,56.91826359014469,-1.0,1.3,890.0
central,ors,1174.0,75.9092686742276,1.0,1.3,763.0
central,ors,890.0,75.69026202581148,1.0,1.3,1158.0
central,ors,763.0,61.97105983574501,-1.0,1.0,918.0
central,ors,1158.0,62.08056315995307,1.0,1.0,994.0
central,ors,918.0,79.35080172076651,-1.0,1.0,1345.0
central,ors,994.0,84.13766132186156,1.0,1.0,1200.0
central,ors,1345.0,61.43918654673445,-1.0,1.0,1051.0
central,ors,1200.0,73.67227219397732,1.0,1.0,1540.0
central,ors,1051.0,71.60735236605396,-1.0,1.0,1057.0
central,ors,1540.0,63.89518967540086,-1.0,1.0,1285.0
central,ors,1057.0,56.52718028940165,0.0,1.0,1105.0
central,ors,1285.0,66.46069612827532,1.0,1.0,1063.0
central,ors,1105.0,80.5240516229957,-1.0,1.0,798.0
central,ors,1063.0,72.31130230739147,0.0,1.0,1009.0
central,ors,798.0,99.12397340633555,1.0,1.0,1366.0
central,ors,1009.0,66.22604614782948,-1.0,1.2,1609.0
central,ors,1366.0,78.24012514665624,1.0,1.2,1350.0
central,ors,1609.0,66.82049276495894,-1.0,1.2,939.0
central,paracetamol,352.0,82.52639812280015,1.0,1.2,1279.0
central,paracetamol,1176.0,89.33124755572935,1.0,1.2,1434.0
central,paracetamol,1279.0,61.798983183418066,1.0,1.2,1369.0
central,paracetamol,1434.0,80.33633163863902,-1.0,1.2,1016.0
central,paracetamol,1369.0,71.65428236214314,0.0,1.2,1468.0
central,paracetamol,1016.0,73.1716855690262,1.0,1.2,1092.0
central,paracetamol,1468.0,67.33672272193976,-1.0,1.2,1265.0
central,paracetamol,1092.0,73.18732890105592,1.0,1.2,1279.0
central,paracetamol,1265.0,77.47360187719984,1.0,1.2,1456.0
central,paracetamol,1279.0,89.8474775127102,0.0,1.0,1202.0
central,paracetamol,1456.0,60.750879937426674,-1.0,1.0,1145.0
central,paracetamol,1202.0,87.28197105983574,1.0,1.0,1031.0
central,paracetamol,1145.0,86.60930778255768,-1.0,1.0,1373.0
central,paracetamol,1031.0,73.62534219788813,1.0,1.0,1469.0
central,paracetamol,1373.0,62.51857645678529,-1.0,1.0,1321.0
central,paracetamol,1469.0,76.94172858818928,1.0,1.0,1187.0
central,paracetamol,1321.0,72.31130230739147,-1.0,1.0,1094.0
central,paracetamol,1187.0,63.3007430582714,1.0,1.0,980.0
central,paracetamol,1094.0,87.03167774736016,1.0,1.0,1025.0
central,paracetamol,980.0,78.92843175596401,-1.0,1.0,1613.0
central,paracetamol,1025.0,67.60265936644505,1.0,1.0,1290.0
central,paracetamol,1613.0,64.50527962456003,-1.0,1.0,1269.0
central,paracetamol,1290.0,67.08642940946422,1.0,1.3,1174.0
central,paracetamol,1269.0,78.55299178725068,0.0,1.3,1641.0
central,paracetamol,1174.0,68.38482596793116,1.0,1.3,1132.0
central,paracetamol,1641.0,59.29605005866249,-1.0,1.3,1109.0
central,paracetamol,1132.0,63.957763003519744,-1.0,1.3,1398.0
central,paracetamol,1109.0,74.95502542041454,1.0,1.3,937.0
central,paracetamol,1398.0,80.50840829096599,1.0,1.3,968.0
central,paracetamol,937.0,75.67461869378178,1.0,1.3,994.0
central,paracetamol,968.0,74.47008212749316,0.0,1.3,1199.0
central,paracetamol,994.0,72.3269456394212,-1.0,1.3,851.0
central,paracetamol,1199.0,82.60461478294874,-1.0,1.3,1009.0
central,paracetamol,851.0,53.46108721157605,-1.0,1.3,1282.0
central,paracetamol,1009.0,84.12201798983183,1.0,1.3,1060.0
central,paracetamol,1282.0,62.75322643723113,0.0,1.0,1393.0
central,paracetamol,1060.0,78.16190848650761,-1.0,1.0,1357.0
central,paracetamol,1393.0,63.56667970277668,1.0,1.0,889.0
central,paracetamol,1357.0,84.32538130621822,-1.0,1.0,1369.0
central,paracetamol,889.0,61.798983183418066,-1.0,1.0,1189.0
central,paracetamol,1369.0,59.217833398513875,1.0,1.0,1297.0
central,paracetamol,1189.0,64.36448963629252,-1.0,1.0,1443.0
central,paracetamol,1297.0,51.27102072741494,-1.0,1.0,1264.0
central,paracetamol,1443.0,74.11028549080953,1.0,1.0,664.0
central,paracetamol,1264.0,71.45091904575675,-1.0,1.0,1159.0
central,paracetamol,664.0,74.50136879155261,-1.0,1.0,1112.0
central,paracetamol,1159.0,74.87680876026592,0.0,1.0,1152.0
central,paracetamol,1112.0,66.69534610872115,-1.0,1.0,1110.0
central,paracetamol,1152.0,51.74032068830661,-1.0,1.2,1221.0
central,paracetamol,1110.0,86.78138443488463,1.0,1.2,1141.0
central,paracetamol,1221.0,71.4196323816973,1.0,1.2,1161.0
central,paracetamol,1141.0,71.96714900273759,-1.0,1.2,1410.0
central,paracetamol,1161.0,88.87759092686741,0.0,1.2,1088.0
central,paracetamol,1410.0,60.90731325772389,1.0,1.2,1365.0
central,paracetamol,1088.0,71.05983574501369,-1.0,1.2,1124.0
central,paracetamol,1365.0,72.95267892061008,1.0,1.2,1167.0
central,paracetamol,1124.0,65.5377395385217,-1.0,1.2,1209.0
central,paracetamol,1167.0,61.157606570199455,1.0,1.2,1547.0
central,paracetamol,1209.0,67.55572937035586,-1.0,1.2,1074.0
central,paracetamol,1547.0,61.07938991005083,1.0,1.2,1474.0
central,paracetamol,1074.0,55.72937035588579,-1.0,1.2,1247.0
central,paracetamol,1474.0,77.94290183809152,1.0,1.0,1252.0
central,paracetamol,1247.0,58.23230348064137,0.0,1.0,1151.0
central,paracetamol,1252.0,73.9382088384826,1.0,1.0,1192.0
central,paracetamol,1151.0,68.58818928431756,-1.0,1.0,1269.0
central,paracetamol,1192.0,72.74931560422368,1.0,1.0,1174.0
central,paracetamol,1269.0,92.05318732890106,0.0,1.0,1025.0
central,paracetamol,1174.0,54.603050449745794,-1.0,1.0,1265.0
central,paracetamol,1025.0,55.61986703167775,1.0,1.0,1018.0
central,paracetamol,1265.0,80.93077825576847,1.0,1.0,1194.0
central,paracetamol,1018.0,86.89088775909268,1.0,1.0,1314.0
central,paracetamol,1194.0,67.97809933515838,-1.0,1.0,1351.0
central,paracetamol,1314.0,77.63003519749707,1.0,1.0,1384.0
central,paracetamol,1351.0,78.25576847868595,-1.0,1.0,1375.0
central,paracetamol,1384.0,70.29331247555729,1.0,1.3,1137.0
central,paracetamol,1375.0,71.98279233476728,1.0,1.3,1478.0
central,paracetamol,1137.0,97.6222135314822,1.0,1.3,1156.0
central,paracetamol,1478.0,74.06335549472035,-1.0,1.3,1278.0
central,paracetamol,1156.0,73.24990222917481,-1.0,1.3,1207.0
central,paracetamol,1278.0,90.73914743840437,1.0,1.3,1002.0
central,paracetamol,1207.0,76.87915526007039,-1.0,1.3,1417.0
central,paracetamol,1002.0,80.19554165037152,0.0,1.3,1082.0
central,paracetamol,1417.0,62.14313648807196,1.0,1.3,1596.0
central,paracetamol,1082.0,64.1298396558467,-1.0,1.3,1044.0
central,paracetamol,1596.0,56.91826359014469,1.0,1.3,1079.0
central,paracetamol,1044.0,75.9092686742276,1.0,1.3,1214.0
central,paracetamol,1079.0,75.69026202581148,-1.0,1.3,1223.0
central,paracetamol,1214.0,61.97105983574501,1.0,1.0,1286.0
central,paracetamol,1223.0,62.08056315995307,0.0,1.0,1351.0
central,paracetamol,1286.0,79.35080172076651,1.0,1.0,1198.0
central,paracetamol,1351.0,84.13766132186156,1.0,1.0,1432.0
central,paracetamol,1198.0,61.43918654673445,0.0,1.0,1396.0
central,paracetamol,1432.0,73.67227219397732,1.0,1.0,1155.0
central,paracetamol,1396.0,71.60735236605396,-1.0,1.0,1122.0
central,paracetamol,1155.0,63.89518967540086,1.0,1.0,1121.0
central,paracetamol,1122.0,56.52718028940165,-1.0,1.0,1272.0
central,paracetamol,1121.0,66.46069612827532,1.0,1.0,1276.0
central,paracetamol,1272.0,80.5240516229957,1.0,1.0,1134.0
central,paracetamol,1276.0,72.31130230739147,-1.0,1.0,1148.0
central,paracetamol,1134.0,99.12397340633555,1.0,1.0,1104.0
central,paracetamol,1148.0,66.22604614782948,1.0,1.2,1125.0
central,paracetamol,1104.0,78.24012514665624,-1.0,1.2,1433.0
central,paracetamol,1125.0,66.82049276495894,-1.0,1.2,1627.0
central,salbutamol,355.0,82.52639812280015,1.0,1.2,1456.0
central,salbutamol,1138.0,89.33124755572935,-1.0,1.2,1031.0
central,salbutamol,1456.0,61.798983183418066,0.0,1.2,1340.0
central,salbutamol,1031.0,80.33633163863902,1.0,1.2,1093.0
central,salbutamol,1340.0,71.65428236214314,0.0,1.2,1212.0
central,salbutamol,1093.0,73.1716855690262,-1.0,1.2,1342.0
central,salbutamol,1212.0,67.33672272193976,1.0,1.2,1469.0
central,salbutamol,1342.0,73.18732890105592,1.0,1.2,1156.0
central,salbutamol,1469.0,77.47360187719984,-1.0,1.2,1225.0
central,salbutamol,1156.0,89.8474775127102,1.0,1.0,1415.0
