region,medicine,predicted_demand,current_stock,stock_gap,production_action,risk_flag
central,amlodipine,1342.64,2121,-778.3599999999999,Reduce Production,Wastage Risk
central,amlodipine,1261.07,2121,-859.9300000000001,Reduce Production,Wastage Risk
central,amlodipine,1254.2366666666667,2121,-866.7633333333333,Reduce Production,Wastage Risk
central,amlodipine,1185.06,2121,-935.94,Reduce Production,Wastage Risk
central,amlodipine,1228.6133333333332,2121,-892.3866666666668,Reduce Production,Wastage Risk
central,amlodipine,1101.93,2121,-1019.0699999999999,Reduce Production,Wastage Risk
central,amlodipine,1263.84,2121,-857.1600000000001,Reduce Production,Wastage Risk
central,amlodipine,1282.93,2121,-838.0699999999999,Reduce Production,Wastage Risk
central,amlodipine,1282.3333333333333,2121,-838.6666666666667,Reduce Production,Wastage Risk
central,amlodipine,1170.62,2121,-950.3800000000001,Reduce Production,Wastage Risk
central,amlodipine,1151.22,2121,-969.78,Reduce Production,Wastage Risk
central,amlodipine,1315.4333333333334,2121,-805.5666666666666,Reduce Production,Wastage Risk
central,amlodipine,1141.7133333333334,2121,-979.2866666666666,Reduce Production,Wastage Risk
central,amlodipine,1118.3966666666668,2121,-1002.6033333333332,Reduce Production,Wastage Risk
central,amlodipine,1417.5266666666666,2121,-703.4733333333334,Reduce Production,Wastage Risk
central,amlodipine,1176.5933333333332,2121,-944.4066666666668,Reduce Production,Wastage Risk
central,amlodipine,1150.6366666666668,2121,-970.3633333333332,Reduce Production,Wastage Risk
central,amlodipine,1268.8133333333333,2121,-852.1866666666667,Reduce Production,Wastage Risk
central,amlodipine,1168.1266666666668,2121,-952.8733333333332,Reduce Production,Wastage Risk
central,amlodipine,1386.2766666666666,2121,-734.7233333333334,Reduce Production,Wastage Risk
central,amlodipine,1232.0166666666667,2121,-888.9833333333333,Reduce Production,Wastage Risk
central,amlodipine,1072.6566666666668,2121,-1048.3433333333332,Reduce Production,Wastage Risk
central,amlodipine,1212.6966666666667,2121,-908.3033333333333,Reduce Production,Wastage Risk
central,amlodipine,1179.3733333333332,2121,-941.6266666666668,Reduce Production,Wastage Risk
central,amlodipine,1244.79,2121,-876.21,Reduce Production,Wastage Risk
central,amlodipine,1114.8033333333333,2121,-1006.1966666666667,Reduce Production,Wastage Risk
central,amlodipine,1246.91,2121,-874.0899999999999,Reduce Production,Wastage Risk
central,amlodipine,1027.01,2121,-1093.99,Reduce Production,Wastage Risk
central,amlodipine,1141.4,2121,-979.5999999999999,Reduce Production,Wastage Risk
central,amlodipine,1221.9366666666667,2121,-899.0633333333333,Reduce Production,Wastage Risk
central,amlodipine,1100.8566666666666,2121,-1020.1433333333334,Reduce Production,Wastage Risk
central,amlodipine,1243.4933333333333,2121,-877.5066666666667,Reduce Production,Wastage Risk
central,amlodipine,1081.41,2121,-1039.59,Reduce Production,Wastage Risk
central,amlodipine,1012.7866666666666,2121,-1108.2133333333334,Reduce Production,Wastage Risk
central,amlodipine,1258.1133333333332,2121,-862.8866666666668,Reduce Production,Wastage Risk
central,amlodipine,1053.6533333333334,2121,-1067.3466666666666,Reduce Production,Wastage Risk
central,amlodipine,1227.24,2121,-893.76,Reduce Production,Wastage Risk
central,amlodipine,1285.5833333333333,2121,-835.4166666666667,Reduce Production,Wastage Risk
central,amlodipine,1199.0866666666666,2121,-921.9133333333334,Reduce Production,Wastage Risk
central,amlodipine,1238.8933333333334,2121,-882.1066666666666,Reduce Production,Wastage Risk
central,amlodipine,1198.2266666666667,2121,-922.7733333333333,Reduce Production,Wastage Risk
central,amlodipine,1016.6633333333333,2121,-1104.3366666666666,Reduce Production,Wastage Risk
central,amlodipine,1297.2933333333333,2121,-823.7066666666667,Reduce Production,Wastage Risk
central,amlodipine,1122.2933333333333,2121,-998.7066666666667,Reduce Production,Wastage Risk
central,amlodipine,1307.1,2121,-813.9000000000001,Reduce Production,Wastage Risk
central,amlodipine,1162.63,2121,-958.3699999999999,Reduce Production,Wastage Risk
central,amlodipine,1254.65,2121,-866.3499999999999,Reduce Production,Wastage Risk
central,amlodipine,1124.76,2121,-996.24,Reduce Production,Wastage Risk
central,amlodipine,1327.3366666666666,2121,-793.6633333333334,Reduce Production,Wastage Risk
central,amlodipine,1434.5066666666667,2121,-686.4933333333333,Reduce Production,Wastage Risk
central,amlodipine,1155.74,2121,-965.26,Reduce Production,Wastage Risk
central,amlodipine,1207.03,2121,-913.97,Reduce Production,Wastage Risk
central,amlodipine,1236.4666666666667,2121,-884.5333333333333,Reduce Production,Wastage Risk
central,amlodipine,1134.6933333333334,2121,-986.3066666666666,Reduce Production,Wastage Risk
central,amlodipine,1203.68,2121,-917.3199999999999,Reduce Production,Wastage Risk
central,amlodipine,1294.1766666666667,2121,-826.8233333333333,Reduce Production,Wastage Risk
central,amlodipine,1297.36,2121,-823.6400000000001,Reduce Production,Wastage Risk
central,amlodipine,1331.4433333333334,2121,-789.5566666666666,Reduce Production,Wastage Risk
central,amlodipine,1331.6566666666668,2121,-789.3433333333332,Reduce Production,Wastage Risk
central,amlodipine,1347.6666666666667,2121,-773.3333333333333,Reduce Production,Wastage Risk
central,amlodipine,1108.9733333333334,2121,-1012.0266666666666,Reduce Production,Wastage Risk
central,amlodipine,1224.03,2121,-896.97,Reduce Production,Wastage Risk
central,amlodipine,1179.1133333333332,2121,-941.8866666666668,Reduce Production,Wastage Risk
central,amlodipine,1161.7833333333333,2121,-959.2166666666667,Reduce Production,Wastage Risk
central,amlodipine,1246.8866666666668,2121,-874.1133333333332,Reduce Production,Wastage Risk
central,amlodipine,1184.5166666666667,2121,-936.4833333333333,Reduce Production,Wastage Risk
central,amlodipine,1324.1,2121,-796.9000000000001,Reduce Production,Wastage Risk
central,amlodipine,1140.7966666666666,2121,-980.2033333333334,Reduce Production,Wastage Risk
central,amlodipine,1202.9833333333333,2121,-918.0166666666667,Reduce Production,Wastage Risk
central,amlodipine,1183.6366666666668,2121,-937.3633333333332,Reduce Production,Wastage Risk
central,amlodipine,1126.3566666666666,2121,-994.6433333333334,Reduce Production,Wastage Risk
central,amlodipine,1143.5533333333333,2121,-977.4466666666667,Reduce Production,Wastage Risk
central,metformin,1150.1533333333334,1388,-237.84666666666658,Maintain Production,No Immediate Risk
central,metformin,1234.7833333333333,1388,-153.2166666666667,Maintain Production,No Immediate Risk
central,metformin,1448.1866666666667,1388,60.186666666666724,Increase Production,Shortage Risk
central,metformin,1336.1733333333334,1388,-51.8266666666666,Maintain Production,No Immediate Risk
central,metformin,1150.1566666666668,1388,-237.84333333333325,Maintain Production,No Immediate Risk
central,metformin,1416.36,1388,28.3599999999999,Increase Production,Shortage Risk
central,metformin,1267.5033333333333,1388,-120.49666666666667,Maintain Production,No Immediate Risk
central,metformin,1203.8266666666666,1388,-184.1733333333334,Maintain Production,No Immediate Risk
central,metformin,1228.6466666666668,1388,-159.35333333333324,Maintain Production,No Immediate Risk
central,metformin,1335.7233333333334,1388,-52.27666666666664,Maintain Production,No Immediate Risk
central,metformin,1019.25,1388,-368.75,Maintain Production,No Immediate Risk
central,metformin,1191.7666666666667,1388,-196.23333333333335,Maintain Production,No Immediate Risk
central,metformin,1189.7566666666667,1388,-198.24333333333334,Maintain Production,No Immediate Risk
central,metformin,1077.07,1388,-310.93000000000006,Maintain Production,No Immediate Risk
central,metformin,1365.4533333333334,1388,-22.546666666666624,Maintain Production,No Immediate Risk
central,metformin,1258.7166666666667,1388,-129.2833333333333,Maintain Production,No Immediate Risk
central,metformin,1333.09,1388,-54.91000000000008,Maintain Production,No Immediate Risk
central,metformin,1194.2166666666667,1388,-193.7833333333333,Maintain Production,No Immediate Risk
central,metformin,1161.69,1388,-226.30999999999995,Maintain Production,No Immediate Risk
central,metformin,1658.95,1388,270.95000000000005,Increase Production,Shortage Risk
central,metformin,1186.6866666666667,1388,-201.31333333333328,Maintain Production,No Immediate Risk
central,metformin,1234.3033333333333,1388,-153.69666666666672,Maintain Production,No Immediate Risk
central,metformin,1251.8466666666666,1388,-136.15333333333342,Maintain Production,No Immediate Risk
central,metformin,1492.3466666666666,1388,104.34666666666658,Increase Production,Shortage Risk
central,metformin,1586.9,1388,198.9000000000001,Increase Production,Shortage Risk
central,metformin,1190.79,1388,-197.21000000000004,Maintain Production,No Immediate Risk
central,metformin,1245.07,1388,-142.93000000000006,Maintain Production,No Immediate Risk
central,metformin,1382.1033333333332,1388,-5.896666666666761,Maintain Production,No Immediate Risk
central,metformin,1224.7033333333334,1388,-163.29666666666662,Maintain Production,No Immediate Risk
central,metformin,1234.9866666666667,1388,-153.01333333333332,Maintain Production,No Immediate Risk
central,metformin,1439.5066666666667,1388,51.50666666666666,Increase Production,Shortage Risk
central,metformin,1287.64,1388,-100.3599999999999,Maintain Production,No Immediate Risk
central,metformin,1166.3733333333332,1388,-221.62666666666678,Maintain Production,No Immediate Risk
central,metformin,1456.1266666666668,1388,68.12666666666678,Increase Production,Shortage Risk
central,metformin,1149.2333333333333,1388,-238.76666666666665,Maintain Production,No Immediate Risk
central,metformin,1308.1633333333334,1388,-79.83666666666659,Maintain Production,No Immediate Risk
central,metformin,1190.9933333333333,1388,-197.00666666666666,Maintain Production,No Immediate Risk
central,metformin,1212.3733333333332,1388,-175.62666666666678,Maintain Production,No Immediate Risk
central,metformin,1170.02,1388,-217.98000000000002,Maintain Production,No Immediate Risk
central,metformin,1261.6966666666667,1388,-126.30333333333328,Maintain Production,No Immediate Risk
central,metformin,1060.1866666666667,1388,-327.8133333333333,Maintain Production,No Immediate Risk
central,metformin,1132.7766666666666,1388,-255.22333333333336,Maintain Production,No Immediate Risk
central,metformin,1282.06,1388,-105.94000000000005,Maintain Production,No Immediate Risk
central,metformin,1075.7666666666667,1388,-312.23333333333335,Maintain Production,No Immediate Risk
central,metformin,1178.6233333333332,1388,-209.37666666666678,Maintain Production,No Immediate Risk
central,metformin,1130.7833333333333,1388,-257.2166666666667,Maintain Production,No Immediate Risk
central,metformin,1214.7533333333333,1388,-173.24666666666667,Maintain Production,No Immediate Risk
central,metformin,1434.5133333333333,1388,46.51333333333332,Increase Production,Shortage Risk
central,metformin,1344.96,1388,-43.039999999999964,Maintain Production,No Immediate Risk
central,metformin,1084.8733333333332,1388,-303.1266666666668,Maintain Production,No Immediate Risk
central,metformin,1096.4733333333334,1388,-291.52666666666664,Maintain Production,No Immediate Risk
central,metformin,1461.6466666666668,1388,73.64666666666676,Increase Production,Shortage Risk
central,metformin,1521.0733333333333,1388,133.07333333333327,Increase Production,Shortage Risk
central,metformin,1192.6233333333332,1388,-195.37666666666678,Maintain Production,No Immediate Risk
central,metformin,1125.2466666666667,1388,-262.75333333333333,Maintain Production,No Immediate Risk
central,metformin,1139.48,1388,-248.51999999999998,Maintain Production,No Immediate Risk
central,metformin,1247.61,1388,-140.3900000000001,Maintain Production,No Immediate Risk
central,metformin,1434.94,1388,46.940000000000055,Increase Production,Shortage Risk
central,metformin,1337.4733333333334,1388,-50.52666666666664,Maintain Production,No Immediate Risk
central,metformin,1301.39,1388,-86.6099999999999,Maintain Production,No Immediate Risk
central,metformin,1197.7133333333334,1388,-190.28666666666663,Maintain Production,No Immediate Risk
central,metformin,1365.8033333333333,1388,-22.196666666666715,Maintain Production,No Immediate Risk
central,metformin,1087.8533333333332,1388,-300.14666666666676,Maintain Production,No Immediate Risk
central,metformin,1253.1766666666667,1388,-134.82333333333327,Maintain Production,No Immediate Risk
central,metformin,1332.1366666666668,1388,-55.86333333333323,Maintain Production,No Immediate Risk
central,metformin,1259.6,1388,-128.4000000000001,Maintain Production,No Immediate Risk
central,metformin,1108.89,1388,-279.1099999999999,Maintain Production,No Immediate Risk
central,metformin,1172.8266666666666,1388,-215.1733333333334,Maintain Production,No Immediate Risk
central,metformin,1097.6933333333334,1388,-290.3066666666666,Maintain Production,No Immediate Risk
central,metformin,1191.7,1388,-196.29999999999995,Maintain Production,No Immediate Risk
central,metformin,1254.5133333333333,1388,-133.48666666666668,Maintain Production,No Immediate Risk
central,metformin,1327.0366666666666,1388,-60.96333333333337,Maintain Production,No Immediate Risk
central,metformin,1311.5433333333333,1388,-76.4566666666667,Maintain Production,No Immediate Risk
central,metformin,1154.89,1388,-233.1099999999999,Maintain Production,No Immediate Risk
central,metformin,1291.14,1388,-96.8599999999999,Maintain Production,No Immediate Risk
central,metformin,1285.2333333333333,1388,-102.76666666666665,Maintain Production,No Immediate Risk
central,metformin,1115.08,1388,-272.9200000000001,Maintain Production,No Immediate Risk
central,metformin,1138.2566666666667,1388,-249.74333333333334,Maintain Production,No Immediate Risk
central,metformin,1114.3933333333334,1388,-273.60666666666657,Maintain Production,No Immediate Risk
central,metformin,1340.73,1388,-47.26999999999998,Maintain Production,No Immediate Risk
central,metformin,1231.5033333333333,1388,-156.49666666666667,Maintain Production,No Immediate Risk
central,metformin,1219.0333333333333,1388,-168.9666666666667,Maintain Production,No Immediate Risk
central,metformin,1272.71,1388,-115.28999999999996,Maintain Production,No Immediate Risk
central,metformin,1314.6633333333334,1388,-73.33666666666659,Maintain Production,No Immediate Risk
central,metformin,1195.6733333333334,1388,-192.3266666666666,Maintain Production,No Immediate Risk
central,metformin,1213.2333333333333,1388,-174.76666666666665,Maintain Production,No Immediate Risk
central,metformin,1180.19,1388,-207.80999999999995,Maintain Production,No Immediate Risk
central,metformin,1187.8333333333333,1388,-200.16666666666674,Maintain Production,No Immediate Risk
central,metformin,1256.24,1388,-131.76,Maintain Production,No Immediate Risk
central,metformin,1344.17,1388,-43.82999999999993,Maintain Production,No Immediate Risk
central,metformin,1157.2233333333334,1388,-230.77666666666664,Maintain Production,No Immediate Risk
central,metformin,1184.69,1388,-203.30999999999995,Maintain Production,No Immediate Risk
central,metformin,1010.46,1388,-377.53999999999996,Maintain Production,No Immediate Risk
central,metformin,1201.91,1388,-186.08999999999992,Maintain Production,No Immediate Risk
central,metformin,1284.5533333333333,1388,-103.44666666666672,Maintain Production,No Immediate Risk
central,metformin,1292.4366666666667,1388,-95.56333333333328,Maintain Production,No Immediate Risk
central,metformin,1195.4233333333334,1388,-192.5766666666666,Maintain Production,No Immediate Risk
central,metformin,1279.4666666666667,1388,-108.5333333333333,Maintain Production,No Immediate Risk
central,metformin,1224.19,1388,-163.80999999999995,Maintain Production,No Immediate Risk
central,metformin,974.4633333333334,1388,-413.53666666666663,Maintain Production,No Immediate Risk
central,metformin,1177.04,1388,-210.96000000000004,Maintain Production,No Immediate Risk
central,metformin,1330.6066666666666,1388,-57.39333333333343,Maintain Production,No Immediate Risk
central,metformin,1007.8266666666667,1388,-380.1733333333333,Maintain Production,No Immediate Risk
central,ors,1299.8733333333332,1848,-548.1266666666668,Reduce Production,No Immediate Risk
central,ors,1444.6833333333334,1848,-403.3166666666666,Maintain Production,No Immediate Risk
central,ors,1205.8333333333333,1848,-642.1666666666667,Reduce Production,No Immediate Risk
central,ors,1442.4966666666667,1848,-405.50333333333333,Maintain Production,No Immediate Risk
central,ors,1328.3033333333333,1848,-519.6966666666667,Reduce Production,No Immediate Risk
central,ors,1229.8433333333332,1848,-618.1566666666668,Reduce Production,No Immediate Risk
central,ors,1236.6466666666668,1848,-611.3533333333332,Reduce Production,No Immediate Risk
central,ors,1266.15,1848,-581.8499999999999,Reduce Production,No Immediate Risk
central,ors,1200.6466666666668,1848,-647.3533333333332,Reduce Production,No Immediate Risk
central,ors,1261.1933333333334,1848,-586.8066666666666,Reduce Production,No Immediate Risk
central,ors,1459.9066666666668,1848,-388.09333333333325,Maintain Production,No Immediate Risk
central,ors,1133.96,1848,-714.04,Reduce Production,No Immediate Risk
central,ors,1213.67,1848,-634.3299999999999,Reduce Production,No Immediate Risk
central,ors,1153.6033333333332,1848,-694.3966666666668,Reduce Production,No Immediate Risk
central,ors,1042.9666666666667,1848,-805.0333333333333,Reduce Production,No Immediate Risk
central,ors,1218.1333333333334,1848,-629.8666666666666,Reduce Production,No Immediate Risk
central,ors,1340.6233333333332,1848,-507.3766666666668,Reduce Production,No Immediate Risk
central,ors,976.95,1848,-871.05,Reduce Production,No Immediate Risk
central,ors,1109.3333333333333,1848,-738.6666666666667,Reduce Production,No Immediate Risk
central,ors,1370.9433333333334,1848,-477.0566666666666,Maintain Production,No Immediate Risk
central,ors,1090.43,1848,-757.5699999999999,Reduce Production,No Immediate Risk
central,ors,1096.08,1848,-751.9200000000001,Reduce Production,No Immediate Risk
central,ors,1215.64,1848,-632.3599999999999,Reduce Production,No Immediate Risk
central,ors,1179.8033333333333,1848,-668.1966666666667,Reduce Production,No Immediate Risk
central,ors,1357.03,1848,-490.97,Maintain Production,No Immediate Risk
central,ors,1151.92,1848,-696.0799999999999,Reduce Production,No Immediate Risk
central,ors,1134.64,1848,-713.3599999999999,Reduce Production,No Immediate Risk
central,ors,1179.0166666666667,1848,-668.9833333333333,Reduce Production,No Immediate Risk
central,ors,1220.6733333333334,1848,-627.3266666666666,Reduce Production,No Immediate Risk
central,ors,1469.3466666666666,1848,-378.6533333333334,Maintain Production,No Immediate Risk
central,ors,1174.0266666666666,1848,-673.9733333333334,Reduce Production,No Immediate Risk
central,ors,1178.6833333333334,1848,-669.3166666666666,Reduce Production,No Immediate Risk
central,ors,1050.2,1848,-797.8,Reduce Production,No Immediate Risk
central,ors,1175.3733333333332,1848,-672.6266666666668,Reduce Production,No Immediate Risk
central,ors,1221.4266666666667,1848,-626.5733333333333,Reduce Production,No Immediate Risk
central,ors,1187.2866666666666,1848,-660.7133333333334,Reduce Production,No Immediate Risk
central,ors,1183.16,1848,-664.8399999999999,Reduce Production,No Immediate Risk
central,ors,1137.29,1848,-710.71,Reduce Production,No Immediate Risk
central,ors,1157.06,1848,-690.94,Reduce Production,No Immediate Risk
central,ors,1184.0333333333333,1848,-663.9666666666667,Reduce Production,No Immediate Risk
central,ors,1149.3433333333332,1848,-698.6566666666668,Reduce Production,No Immediate Risk
central,ors,1233.49,1848,-614.51,Reduce Production,No Immediate Risk
central,ors,1104.6866666666667,1848,-743.3133333333333,Reduce Production,No Immediate Risk
central,ors,1180.1,1848,-667.9000000000001,Reduce Production,No Immediate Risk
central,ors,1164.58,1848,-683.4200000000001,Reduce Production,No Immediate Risk
central,ors,1219.52,1848,-628.48,Reduce Production,No Immediate Risk
central,ors,1227.22,1848,-620.78,Reduce Production,No Immediate Risk
central,ors,1191.6033333333332,1848,-656.3966666666668,Reduce Production,No Immediate Risk
central,ors,1195.9733333333334,1848,-652.0266666666666,Reduce Production,No Immediate Risk
central,ors,1143.27,1848,-704.73,Reduce Production,No Immediate Risk
central,ors,1543.3233333333333,1848,-304.67666666666673,Maintain Production,No Immediate Risk
central,ors,1200.9766666666667,1848,-647.0233333333333,Reduce Production,No Immediate Risk
central,ors,1264.35,1848,-583.6500000000001,Reduce Production,No Immediate Risk
central,ors,1248.2966666666666,1848,-599.7033333333334,Reduce Production,No Immediate Risk
central,ors,1332.3933333333334,1848,-515.6066666666666,Reduce Production,No Immediate Risk
central,ors,1095.79,1848,-752.21,Reduce Production,No Immediate Risk
central,ors,1124.1966666666667,1848,-723.8033333333333,Reduce Production,No Immediate Risk
central,ors,1333.9866666666667,1848,-514.0133333333333,Reduce Production,No Immediate Risk
central,ors,1210.0333333333333,1848,-637.9666666666667,Reduce Production,No Immediate Risk
central,ors,1221.89,1848,-626.1099999999999,Reduce Production,No Immediate Risk
central,ors,1296.5533333333333,1848,-551.4466666666667,Reduce Production,No Immediate Risk
central,ors,1330.6333333333334,1848,-517.3666666666666,Reduce Production,No Immediate Risk
central,ors,1272.8866666666668,1848,-575.1133333333332,Reduce Production,No Immediate Risk
central,ors,1433.69,1848,-414.30999999999995,Maintain Production,No Immediate Risk
central,ors,1105.83,1848,-742.1700000000001,Reduce Production,No Immediate Risk
central,ors,1202.58,1848,-645.4200000000001,Reduce Production,No Immediate Risk
central,ors,1128.6633333333334,1848,-719.3366666666666,Reduce Production,No Immediate Risk
central,ors,1075.7033333333334,1848,-772.2966666666666,Reduce Production,No Immediate Risk
central,ors,1033.8,1848,-814.2,Reduce Production,No Immediate Risk
central,ors,1070.5866666666666,1848,-777.4133333333334,Reduce Production,No Immediate Risk
central,ors,1339.1933333333334,1848,-508.8066666666666,Reduce Production,No Immediate Risk
central,ors,1236.14,1848,-611.8599999999999,Reduce Production,No Immediate Risk
central,ors,1263.3133333333333,1848,-584.6866666666667,Reduce Production,No Immediate Risk
central,ors,1267.7133333333334,1848,-580.2866666666666,Reduce Production,No Immediate Risk
central,ors,1520.9933333333333,1848,-327.00666666666666,Maintain Production,No Immediate Risk
central,ors,1098.2066666666667,1848,-749.7933333333333,Reduce Production,No Immediate Risk
central,ors,1274.1933333333334,1848,-573.8066666666666,Reduce Production,No Immediate Risk
central,ors,1086.3566666666666,1848,-761.6433333333334,Reduce Production,No Immediate Risk
central,ors,1106.13,1848,-741.8699999999999,Reduce Production,No Immediate Risk
central,ors,1231.92,1848,-616.0799999999999,Reduce Production,No Immediate Risk
central,ors,1122.7966666666666,1848,-725.2033333333334,Reduce Production,No Immediate Risk
central,ors,1383.4,1848,-464.5999999999999,Maintain Production,No Immediate Risk
central,ors,1124.6233333333332,1848,-723.3766666666668,Reduce Production,No Immediate Risk
central,ors,1142.0333333333333,1848,-705.9666666666667,Reduce Production,No Immediate Risk
central,ors,1021.4333333333333,1848,-826.5666666666667,Reduce Production,No Immediate Risk
central,ors,1195.6833333333334,1848,-652.3166666666666,Reduce Production,No Immediate Risk
central,ors,1161.18,1848,-686.8199999999999,Reduce Production,No Immediate Risk
central,ors,1004.13,1848,-843.87,Reduce Production,No Immediate Risk
central,ors,1063.0433333333333,1848,-784.9566666666667,Reduce Production,No Immediate Risk
central,ors,1325.9433333333334,1848,-522.0566666666666,Reduce Production,No Immediate Risk
central,ors,1221.5666666666666,1848,-626.4333333333334,Reduce Production,No Immediate Risk
central,ors,1112.2066666666667,1848,-735.7933333333333,Reduce Production,No Immediate Risk
central,ors,1194.1933333333334,1848,-653.8066666666666,Reduce Production,No Immediate Risk
central,ors,1090.0633333333333,1848,-757.9366666666667,Reduce Production,No Immediate Risk
central,ors,1240.4566666666667,1848,-607.5433333333333,Reduce Production,No Immediate Risk
central,ors,1127.1933333333334,1848,-720.8066666666666,Reduce Production,No Immediate Risk
central,ors,1148.1633333333334,1848,-699.8366666666666,Reduce Production,No Immediate Risk
central,ors,985.8166666666667,1848,-862.1833333333333,Reduce Production,No Immediate Risk
central,ors,1070.8,1848,-777.2,Reduce Production,No Immediate Risk
central,ors,1343.64,1848,-504.3599999999999,Reduce Production,No Immediate Risk
central,ors,1430.32,1848,-417.68000000000006,Maintain Production,No Immediate Risk
central,ors,1295.8533333333332,1848,-552.1466666666668,Reduce Production,No Immediate Risk
central,ors,1047.8766666666668,1848,-800.1233333333332,Reduce Production,No Immediate Risk
central,paracetamol,1286.2366666666667,4812,-3525.7633333333333,Reduce Production,No Immediate Risk
central,paracetamol,1323.5933333333332,4812,-3488.4066666666668,Reduce Production,No Immediate Risk
central,paracetamol,1338.3533333333332,4812,-3473.6466666666665,Reduce Production,No Immediate Risk
central,paracetamol,1074.9833333333333,4812,-3737.0166666666664,Reduce Production,No Immediate Risk
central,paracetamol,1373.9933333333333,4812,-3438.0066666666667,Reduce Production,No Immediate Risk
central,paracetamol,1124.6733333333334,4812,-3687.326666666667,Reduce Production,No Immediate Risk
central,paracetamol,1172.8133333333333,4812,-3639.1866666666665,Reduce Production,No Immediate Risk
central,paracetamol,1241.81,4812,-3570.19,Reduce Production,No Immediate Risk
central,paracetamol,1363.9566666666667,4812,-3448.043333333333,Reduce Production,No Immediate Risk
central,paracetamol,1174.7233333333334,4812,-3637.2766666666666,Reduce Production,No Immediate Risk
central,paracetamol,1168.8466666666666,4812,-3643.1533333333336,Reduce Production,No Immediate Risk
central,paracetamol,1070.43,4812,-3741.5699999999997,Reduce Production,No Immediate Risk
central,paracetamol,1201.8633333333332,4812,-3610.1366666666668,Reduce Production,No Immediate Risk
central,paracetamol,1149.3033333333333,4812,-3662.6966666666667,Reduce Production,No Immediate Risk
central,paracetamol,1281.6433333333334,4812,-3530.3566666666666,Reduce Production,No Immediate Risk
central,paracetamol,1215.63,4812,-3596.37,Reduce Production,No Immediate Risk
central,paracetamol,1164.61,4812,-3647.3900000000003,Reduce Production,No Immediate Risk
central,paracetamol,1082.8866666666668,4812,-3729.1133333333332,Reduce Production,No Immediate Risk
central,paracetamol,1073.76,4812,-3738.24,Reduce Production,No Immediate Risk
central,paracetamol,1470.5866666666666,4812,-3341.4133333333334,Reduce Production,No Immediate Risk
central,paracetamol,1242.13,4812,-3569.87,Reduce Production,No Immediate Risk
central,paracetamol,1242.5666666666666,4812,-3569.4333333333334,Reduce Production,No Immediate Risk
central,paracetamol,1189.3166666666666,4812,-3622.6833333333334,Reduce Production,No Immediate Risk
central,paracetamol,1204.0066666666667,4812,-3607.9933333333333,Reduce Production,No Immediate Risk
central,paracetamol,1184.68,4812,-3627.3199999999997,Reduce Production,No Immediate Risk
central,paracetamol,1161.13,4812,-3650.87,Reduce Production,No Immediate Risk
central,paracetamol,1320.61,4812,-3491.3900000000003,Reduce Production,No Immediate Risk
